name,domain,skills,experience,education,projects
Candidate 828,Machine Learning Engineer,"AWS, Java, CSS, React",4.4 years,B.Tech CS,"Blockchain Wallet, Ecommerce API"
Candidate 829,Data Analyst,"Python, Spring Boot, Git, CSS, TypeScript",3.3 years,B.Sc IT,Weather App
Candidate 830,Blockchain Developer,"CSS, Express, Kotlin, HTML, AWS, SQL",3.4 years,B.Tech CE,ChatGPT Clone
Candidate 831,AI Engineer,"C++, Git, Firebase, Kubernetes, NumPy, SQL, Kotlin",1.6 years,B.Sc IT,HR Dashboard
Candidate 832,Cloud Engineer,"C++, Git, Node.js, TypeScript, Express, CSS, Spring Boot",4.6 years,B.Sc CS,"Mobile Banking UI, ChatGPT Clone"
Candidate 833,Full Stack Developer,"Hibernate, Spring Boot, Jira, Android Studio, Selenium, Java",0.9 years,B.Sc IT,"Job Portal, Ecommerce API"
Candidate 834,Mobile App Developer,"Docker, Kotlin, MongoDB, Pandas, HTML",4.5 years,M.Tech AI,ChatGPT Clone
Candidate 835,Backend Developer,"Git, Jira, MongoDB, AWS, TensorFlow",0.7 years,BCA,Stock Predictor
Candidate 836,Cloud Engineer,"Python, NumPy, Git, CSS, Express, API Development",0.9 years,B.Tech CSE,ChatGPT Clone
Candidate 837,Mobile App Developer,"SQL, Android Studio, MongoDB, HTML",3.9 years,B.Sc IT,"Fake News Detection, Portfolio Website"
Candidate 838,Data Analyst,"C#, Android Studio, React, Kubernetes",4.1 years,M.Tech AI,"HR Dashboard, Portfolio Website"
Candidate 839,Mobile App Developer,"C++, Kotlin, Python, HTML, Selenium, Java",0.7 years,B.Tech CE,Mobile Banking UI
Candidate 840,Java Developer,"TypeScript, Docker, Node.js, Power BI, CSS, HTML",2.4 years,B.Tech CS,ChatGPT Clone
Candidate 841,Blockchain Developer,"Hibernate, NumPy, TensorFlow, Node.js, Express",3.1 years,B.Sc CS,"Blockchain Wallet, IoT Smart Home"
Candidate 842,Android Developer,"API Development, Python, NumPy, Docker",2.2 years,B.Tech IT,IoT Smart Home
Candidate 843,Software Tester,"MongoDB, Android Studio, Java, Kubernetes, Hibernate, C#, TensorFlow",2.3 years,B.Tech CE,Fake News Detection
Candidate 844,Database Engineer,"Kubernetes, C++, HTML, Android Studio",1.4 years,B.Tech CS,"ERP System, Portfolio Website"
Candidate 845,Full Stack Developer,"CSS, NumPy, AWS, Android Studio, C++, API Development, Selenium",4.9 years,B.Sc IT,ERP System
Candidate 846,Java Developer,"CSS, Node.js, Android Studio, Spring Boot, MongoDB, API Development",4.9 years,B.Tech IT,Portfolio Website
Candidate 847,Database Engineer,"C#, MongoDB, Node.js, Hibernate, React, C++",1.7 years,B.Tech CS,"ERP System, ChatGPT Clone"
Candidate 848,Android Developer,"Android Studio, Docker, NumPy, React, HTML, Node.js",4.7 years,B.Sc IT,"Weather App, ERP System"
Candidate 849,Cloud Engineer,"Python, TypeScript, Kubernetes, CSS, Spring Boot, AWS, SQL",2.3 years,M.Tech AI,"Portfolio Website, IoT Smart Home"
Candidate 850,Database Engineer,"HTML, Python, Hibernate, Kubernetes",1.8 years,MCA,"Resume Analyzer, Job Portal"
Candidate 851,Blockchain Developer,"Kotlin, Android Studio, NumPy, API Development, C++",2.1 years,MCA,"ERP System, ChatGPT Clone"
Candidate 852,Database Engineer,"API Development, Jira, C++, C#",1.0 years,M.Tech AI,"HR Dashboard, Resume Analyzer"
Candidate 853,Java Developer,"C#, Docker, C++, Selenium, Node.js, SQL",3.0 years,B.Sc IT,Stock Predictor
Candidate 854,Software Tester,"C++, Java, Firebase, SQL, Android Studio, Hibernate",0.9 years,M.Tech AI,"IoT Smart Home, Stock Predictor"
Candidate 855,Backend Developer,"TypeScript, Node.js, API Development, Kotlin, Selenium, Hibernate, C#",3.8 years,B.Tech CE,"ChatGPT Clone, HR Dashboard"
Candidate 856,Mobile App Developer,"Node.js, Power BI, Pandas, Selenium, Java, CSS",4.6 years,B.Tech CSE,"Resume Analyzer, Job Portal"
Candidate 857,DevOps Engineer,"Kubernetes, Python, TypeScript, Android Studio",2.7 years,B.Tech CSE,ChatGPT Clone
Candidate 858,Machine Learning Engineer,"Express, Hibernate, SQL, Git, Spring Boot",4.9 years,B.Tech CE,Blockchain Wallet
Candidate 859,DevOps Engineer,"Kubernetes, Node.js, Kotlin, SQL, Python, Pandas",4.4 years,M.Tech AI,Fake News Detection
Candidate 860,AI Engineer,"API Development, SQL, Pandas, NumPy, Kubernetes, TypeScript",2.0 years,B.Sc CS,Weather App
Candidate 861,Software Tester,"Selenium, Python, MongoDB, C++, HTML, Node.js, Pandas",0.9 years,B.Tech CE,"Portfolio Website, Blockchain Wallet"
Candidate 862,Blockchain Developer,"Kubernetes, TypeScript, SQL, Docker",3.8 years,B.Sc CS,ChatGPT Clone
Candidate 863,Android Developer,"Express, TensorFlow, Docker, Spring Boot",2.0 years,B.Sc IT,Fake News Detection
Candidate 864,Android Developer,"Python, Power BI, API Development, MongoDB",2.0 years,M.Tech AI,"Mobile Banking UI, Weather App"
Candidate 865,Blockchain Developer,"Hibernate, AWS, Pandas, Git, HTML, Jira",1.6 years,B.Tech IT,Ecommerce API
Candidate 866,Blockchain Developer,"Firebase, Jira, Selenium, Spring Boot, TypeScript, Kotlin",1.0 years,B.Tech CS,"ChatGPT Clone, Portfolio Website"
Candidate 867,Backend Developer,"Pandas, Node.js, C++, API Development, CSS",3.6 years,B.Tech CS,"Weather App, Mobile Banking UI"
Candidate 868,Software Tester,"SQL, API Development, Spring Boot, Firebase",4.3 years,B.Sc CS,"Ecommerce API, Weather App"
Candidate 869,Android Developer,"Pandas, CSS, Power BI, Docker, HTML, Firebase, TensorFlow",3.2 years,B.Tech CE,"Mobile Banking UI, Resume Analyzer"
Candidate 870,Backend Developer,"C#, Pandas, C++, TensorFlow, Git",0.7 years,B.Tech CS,Job Portal
Candidate 871,Software Tester,"Firebase, C++, NumPy, AWS, MongoDB",1.4 years,MCA,"Resume Analyzer, Weather App"
Candidate 872,Frontend Developer,"Jira, MongoDB, React, Git, NumPy",1.0 years,B.Tech CSE,"Ecommerce API, Stock Predictor"
Candidate 873,AI Engineer,"Firebase, Git, CSS, Docker, Java, React, MongoDB",2.4 years,B.Tech CS,Resume Analyzer
Candidate 874,AI Engineer,"TensorFlow, API Development, Python, C#, Docker, MongoDB, SQL",3.3 years,B.Tech CSE,"ERP System, ChatGPT Clone"
Candidate 875,Data Analyst,"Spring Boot, C++, Docker, Kotlin",3.6 years,M.Tech AI,"Blockchain Wallet, Ecommerce API"
Candidate 876,AI Engineer,"Docker, TensorFlow, Git, Kubernetes, NumPy, Spring Boot, HTML",3.8 years,B.Tech IT,"Blockchain Wallet, Fake News Detection"
Candidate 877,Machine Learning Engineer,"React, Java, Express, Spring Boot, Kotlin, Power BI, TensorFlow",0.7 years,B.Tech IT,Stock Predictor
Candidate 878,Web Developer,"React, Git, C#, SQL, Node.js",4.0 years,B.Sc IT,"Blockchain Wallet, Ecommerce API"
Candidate 879,Cloud Engineer,"Kubernetes, CSS, NumPy, Docker, C#",1.4 years,B.Tech CSE,"Stock Predictor, Weather App"
Candidate 880,Backend Developer,"Kotlin, TypeScript, SQL, Java",4.7 years,B.Sc CS,"Portfolio Website, ChatGPT Clone"
Candidate 881,Frontend Developer,"Kotlin, Android Studio, Hibernate, Jira, TypeScript",4.0 years,B.Tech CS,Resume Analyzer
Candidate 882,Machine Learning Engineer,"Spring Boot, Jira, Java, Node.js",1.0 years,M.Tech AI,ChatGPT Clone
Candidate 883,Frontend Developer,"C++, Selenium, TypeScript, AWS",3.0 years,B.Sc IT,"Weather App, Portfolio Website"
Candidate 884,Blockchain Developer,"Kotlin, Pandas, API Development, Selenium",3.0 years,B.Sc CS,IoT Smart Home
Candidate 885,Blockchain Developer,"Express, CSS, TypeScript, Node.js, Git, TensorFlow",3.2 years,B.Tech CS,"Resume Analyzer, ChatGPT Clone"
Candidate 886,AI Engineer,"Jira, Express, Kotlin, Java",3.8 years,M.Tech AI,ERP System
Candidate 887,Backend Developer,"API Development, Android Studio, NumPy, CSS, React, Docker, AWS",4.2 years,B.Sc IT,Stock Predictor
Candidate 888,Backend Developer,"CSS, TypeScript, API Development, Android Studio",4.9 years,B.Sc IT,"Weather App, Fake News Detection"
Candidate 889,Backend Developer,"C++, React, Hibernate, Power BI",0.9 years,B.Tech CE,"ChatGPT Clone, ERP System"
Candidate 890,Full Stack Developer,"CSS, C#, NumPy, Express",5.0 years,MCA,Resume Analyzer
Candidate 891,Software Tester,"TensorFlow, TypeScript, NumPy, C#, Git, Pandas, Docker",4.6 years,B.Tech CE,Stock Predictor
Candidate 892,Data Analyst,"Express, Docker, Selenium, Kotlin, MongoDB",3.7 years,M.Tech AI,"Weather App, Stock Predictor"
Candidate 893,Mobile App Developer,"HTML, NumPy, Kotlin, API Development, Express, Firebase",3.3 years,B.Sc CS,Resume Analyzer
Candidate 894,Data Analyst,"CSS, Kotlin, TypeScript, MongoDB, Python, React",4.7 years,M.Tech AI,Resume Analyzer
Candidate 895,Data Analyst,"Node.js, Kubernetes, Java, Git, Kotlin, MongoDB, CSS",2.7 years,B.Tech CE,ERP System
Candidate 896,Android Developer,"Express, Selenium, HTML, C++, AWS, TypeScript, C#",2.6 years,B.Tech CSE,Resume Analyzer
Candidate 897,Backend Developer,"Power BI, HTML, TensorFlow, Node.js, Kubernetes",1.0 years,B.Sc IT,"Fake News Detection, ERP System"
Candidate 898,Java Developer,"Power BI, API Development, Git, Express, Selenium, Python",2.3 years,B.Sc CS,"ChatGPT Clone, Ecommerce API"
Candidate 899,Frontend Developer,"Selenium, Jira, Pandas, Hibernate, C#",0.9 years,B.Sc IT,"Ecommerce API, ERP System"
Candidate 900,Web Developer,"Selenium, Kotlin, API Development, AWS, NumPy",3.5 years,M.Tech AI,"Mobile Banking UI, HR Dashboard"
Candidate 901,DevOps Engineer,"TypeScript, Node.js, Docker, C#, Jira",0.8 years,BCA,"Resume Analyzer, ERP System"
Candidate 902,Backend Developer,"Kubernetes, Spring Boot, TensorFlow, Express, SQL, AWS",0.9 years,B.Tech CS,Blockchain Wallet
Candidate 903,DevOps Engineer,"C#, Java, NumPy, MongoDB",5.0 years,MCA,"Portfolio Website, Mobile Banking UI"
Candidate 904,Web Developer,"AWS, Node.js, Git, Pandas, SQL",2.4 years,B.Tech IT,"Portfolio Website, Ecommerce API"
Candidate 905,AI Engineer,"Express, API Development, NumPy, Power BI, Firebase",3.4 years,B.Tech CSE,"Portfolio Website, ERP System"
Candidate 906,Database Engineer,"Express, Spring Boot, TensorFlow, C++, Jira, Power BI, Node.js",3.8 years,B.Tech CE,"Blockchain Wallet, HR Dashboard"
Candidate 907,Web Developer,"C#, SQL, TensorFlow, Git",2.2 years,B.Tech CE,Ecommerce API
Candidate 908,DevOps Engineer,"Power BI, Hibernate, NumPy, C#",2.3 years,B.Tech CE,"ERP System, Blockchain Wallet"
Candidate 909,Web Developer,"Firebase, Java, Kubernetes, TypeScript, Python",2.3 years,B.Tech IT,HR Dashboard
Candidate 910,Android Developer,"SQL, Firebase, Pandas, Docker",2.1 years,B.Sc IT,"Job Portal, IoT Smart Home"
Candidate 911,Blockchain Developer,"Express, Jira, C++, Spring Boot, TensorFlow",2.3 years,BCA,"Blockchain Wallet, Mobile Banking UI"
Candidate 912,DevOps Engineer,"TensorFlow, API Development, MongoDB, Kubernetes, AWS",2.7 years,BCA,ERP System
Candidate 913,Database Engineer,"SQL, Git, Kubernetes, API Development, Python",1.0 years,MCA,"Stock Predictor, ChatGPT Clone"
Candidate 914,Cloud Engineer,"Kubernetes, Java, Docker, HTML, C++",2.4 years,B.Tech IT,"Fake News Detection, ERP System"
Candidate 915,Database Engineer,"Kotlin, C++, Spring Boot, Jira, AWS",1.1 years,B.Tech CSE,"Job Portal, IoT Smart Home"
Candidate 916,DevOps Engineer,"Docker, TensorFlow, Android Studio, Express",3.9 years,M.Tech AI,ERP System
Candidate 917,Machine Learning Engineer,"Selenium, TensorFlow, TypeScript, CSS",0.6 years,B.Sc CS,"Resume Analyzer, ERP System"
Candidate 918,Full Stack Developer,"Node.js, Pandas, CSS, C++, Firebase, TensorFlow, Jira",1.4 years,B.Sc CS,"ChatGPT Clone, Blockchain Wallet"
Candidate 919,DevOps Engineer,"Firebase, Git, Jira, CSS, Node.js, Kubernetes, Android Studio",1.6 years,M.Tech AI,"Stock Predictor, ERP System"
Candidate 920,Mobile App Developer,"Node.js, React, Power BI, AWS, Spring Boot, Android Studio",0.7 years,B.Tech CSE,"Job Portal, Mobile Banking UI"
Candidate 921,Software Tester,"Express, Spring Boot, Selenium, API Development",2.1 years,B.Sc IT,"Mobile Banking UI, ChatGPT Clone"
Candidate 922,DevOps Engineer,"C#, Node.js, Selenium, Jira, Java",2.7 years,B.Tech IT,Mobile Banking UI
Candidate 923,Frontend Developer,"TypeScript, API Development, Power BI, Express, Jira, Git",3.4 years,B.Tech CE,"Portfolio Website, Ecommerce API"
Candidate 924,Database Engineer,"Android Studio, CSS, HTML, Java, Docker, TensorFlow, MongoDB",3.1 years,B.Sc CS,"Stock Predictor, HR Dashboard"
Candidate 925,Blockchain Developer,"NumPy, Docker, SQL, Firebase, Node.js, Kotlin, Kubernetes",0.8 years,M.Tech AI,"Fake News Detection, Stock Predictor"
Candidate 926,Machine Learning Engineer,"Android Studio, HTML, Jira, Selenium",1.2 years,B.Tech CE,Ecommerce API
Candidate 927,Software Tester,"Git, NumPy, Kotlin, Selenium, Pandas",2.6 years,MCA,"ChatGPT Clone, Job Portal"
Candidate 928,DevOps Engineer,"Spring Boot, React, Power BI, AWS",4.3 years,B.Sc IT,Job Portal
Candidate 929,Android Developer,"React, SQL, CSS, C++",2.3 years,B.Tech CSE,"HR Dashboard, ERP System"
Candidate 930,Frontend Developer,"Pandas, Kubernetes, Android Studio, React, Hibernate, C++",0.9 years,MCA,Job Portal
Candidate 931,Full Stack Developer,"Power BI, MongoDB, AWS, HTML, Git, SQL",0.7 years,B.Tech CSE,"IoT Smart Home, Ecommerce API"
Candidate 932,Frontend Developer,"SQL, Jira, AWS, Java, C#, Docker",2.0 years,B.Sc CS,"Resume Analyzer, Blockchain Wallet"
Candidate 933,Software Tester,"SQL, Hibernate, Android Studio, C#",3.3 years,B.Tech CE,HR Dashboard
Candidate 934,Database Engineer,"Spring Boot, MongoDB, Git, HTML, SQL, Docker",1.8 years,BCA,Ecommerce API
Candidate 935,Full Stack Developer,"Android Studio, Node.js, SQL, Express, API Development",2.3 years,B.Sc CS,"Resume Analyzer, Job Portal"
Candidate 936,Machine Learning Engineer,"Kotlin, AWS, React, Jira, Firebase, TensorFlow, Selenium",1.9 years,B.Tech CSE,Job Portal
Candidate 937,Java Developer,"C++, AWS, Node.js, Express, Selenium",2.5 years,BCA,"IoT Smart Home, Job Portal"
Candidate 938,Machine Learning Engineer,"Git, Express, Kotlin, C++, Kubernetes, Python",2.1 years,B.Sc CS,Resume Analyzer
Candidate 939,Database Engineer,"Selenium, TensorFlow, CSS, Power BI, React, TypeScript, Spring Boot",3.8 years,B.Tech IT,"Mobile Banking UI, Resume Analyzer"
Candidate 940,Blockchain Developer,"Power BI, Docker, React, C++, AWS, Hibernate, Express",4.0 years,B.Sc CS,"Stock Predictor, HR Dashboard"
Candidate 941,Cloud Engineer,"TypeScript, React, Pandas, Node.js, Selenium, TensorFlow",2.9 years,MCA,"ChatGPT Clone, Fake News Detection"
Candidate 942,Mobile App Developer,"React, Express, C++, Android Studio, Spring Boot",4.4 years,B.Tech CSE,"Portfolio Website, ChatGPT Clone"
Candidate 943,Software Tester,"React, Selenium, SQL, HTML, CSS, AWS",4.8 years,B.Tech CE,Blockchain Wallet
Candidate 944,Android Developer,"Kubernetes, API Development, Selenium, C++, MongoDB, Hibernate, TypeScript",3.7 years,MCA,"Ecommerce API, IoT Smart Home"
Candidate 945,Blockchain Developer,"Hibernate, Docker, Android Studio, API Development, Pandas",4.2 years,B.Tech IT,ChatGPT Clone
Candidate 946,Data Analyst,"Selenium, API Development, Python, Node.js, Docker, Firebase, CSS",3.4 years,B.Tech CSE,ChatGPT Clone
Candidate 947,Mobile App Developer,"Docker, Jira, TypeScript, Git, NumPy, Firebase",1.6 years,B.Sc IT,"Resume Analyzer, ChatGPT Clone"
Candidate 948,Machine Learning Engineer,"CSS, Firebase, NumPy, Power BI, C#",0.8 years,M.Tech AI,Portfolio Website
Candidate 949,Web Developer,"Docker, AWS, Hibernate, TensorFlow, Git, C++, Jira",2.7 years,B.Tech CSE,"Portfolio Website, Weather App"
Candidate 950,Full Stack Developer,"HTML, Hibernate, NumPy, API Development, TensorFlow",1.9 years,B.Tech CE,"Portfolio Website, Weather App"
Candidate 951,Software Tester,"C#, Kubernetes, API Development, Spring Boot, Node.js, Pandas, Android Studio",4.8 years,B.Tech CS,Ecommerce API
Candidate 952,Machine Learning Engineer,"Power BI, TypeScript, C#, Jira",0.9 years,B.Tech CSE,"Job Portal, HR Dashboard"
Candidate 953,Backend Developer,"React, SQL, TypeScript, Express, Pandas",2.9 years,B.Tech CE,Fake News Detection
Candidate 954,Blockchain Developer,"Spring Boot, Firebase, TensorFlow, MongoDB, C++",1.3 years,M.Tech AI,Portfolio Website
Candidate 955,Database Engineer,"TensorFlow, Kotlin, C++, C#, React, Python, NumPy",2.7 years,B.Tech CSE,"Weather App, HR Dashboard"
Candidate 956,Blockchain Developer,"NumPy, AWS, Kubernetes, Python, API Development",3.5 years,B.Tech CS,"Portfolio Website, HR Dashboard"
Candidate 957,Android Developer,"Jira, Power BI, C++, Selenium",3.5 years,M.Tech AI,Stock Predictor
Candidate 958,DevOps Engineer,"C#, AWS, HTML, React, C++, TypeScript, Kotlin",2.3 years,BCA,IoT Smart Home
Candidate 959,Full Stack Developer,"Jira, Android Studio, Java, Firebase, Selenium",2.9 years,MCA,"IoT Smart Home, Weather App"
Candidate 960,Software Tester,"Kubernetes, Python, Express, Spring Boot",4.8 years,B.Tech CE,Portfolio Website
Candidate 961,Full Stack Developer,"Jira, Android Studio, Kubernetes, Node.js, TypeScript, TensorFlow",1.3 years,B.Tech CSE,"Blockchain Wallet, ERP System"
Candidate 962,Web Developer,"SQL, Git, TypeScript, Jira, Hibernate, Android Studio, HTML",0.6 years,B.Tech IT,"Job Portal, ChatGPT Clone"
Candidate 963,Blockchain Developer,"API Development, Kubernetes, Firebase, Docker, React, Android Studio, TypeScript",3.2 years,B.Tech CE,"ChatGPT Clone, ERP System"
Candidate 964,Machine Learning Engineer,"Kubernetes, Java, SQL, TensorFlow",1.2 years,B.Sc IT,"ERP System, Blockchain Wallet"
Candidate 965,AI Engineer,"Node.js, SQL, Firebase, Docker, Jira",1.1 years,B.Tech CSE,"Ecommerce API, Weather App"
Candidate 966,Machine Learning Engineer,"Kotlin, Express, AWS, Jira, Pandas",2.8 years,B.Tech CE,"Fake News Detection, Stock Predictor"
Candidate 967,Backend Developer,"Pandas, TypeScript, Selenium, React, TensorFlow, CSS, Jira",2.3 years,B.Tech CSE,"Fake News Detection, Portfolio Website"
Candidate 968,Backend Developer,"Spring Boot, API Development, Power BI, Java",1.1 years,BCA,"IoT Smart Home, Weather App"
Candidate 969,Full Stack Developer,"Power BI, Express, Android Studio, C++, HTML, Git",1.7 years,MCA,"Fake News Detection, Ecommerce API"
Candidate 970,Full Stack Developer,"Pandas, Jira, SQL, Python, AWS",4.5 years,BCA,"Portfolio Website, HR Dashboard"
Candidate 971,Full Stack Developer,"SQL, Git, Kubernetes, React",2.3 years,BCA,Job Portal
Candidate 972,Cloud Engineer,"CSS, AWS, Hibernate, SQL",4.8 years,B.Tech CSE,"Weather App, Resume Analyzer"
Candidate 973,DevOps Engineer,"Kubernetes, Java, Power BI, HTML, Git",4.8 years,B.Tech CE,Weather App
Candidate 974,Database Engineer,"Python, Git, SQL, C#, HTML, API Development, Kubernetes",2.1 years,B.Tech CSE,"Resume Analyzer, Weather App"
Candidate 975,AI Engineer,"Python, NumPy, Hibernate, Java, Jira",4.7 years,B.Tech IT,"ERP System, Weather App"
Candidate 976,Full Stack Developer,"MongoDB, Hibernate, C++, Pandas",3.0 years,B.Tech IT,"ChatGPT Clone, Fake News Detection"
Candidate 977,Data Analyst,"API Development, TensorFlow, Jira, Python, Express",2.1 years,MCA,HR Dashboard
Candidate 978,Data Analyst,"AWS, Pandas, Kubernetes, Git",1.7 years,B.Tech CE,Portfolio Website
Candidate 979,Data Analyst,"AWS, Pandas, Jira, Python, Power BI",3.7 years,M.Tech AI,ChatGPT Clone
Candidate 980,Android Developer,"Kubernetes, MongoDB, Git, Express, React, AWS",2.4 years,M.Tech AI,ERP System
Candidate 981,Java Developer,"C#, React, Power BI, Android Studio, API Development, Pandas",0.6 years,M.Tech AI,"Resume Analyzer, Ecommerce API"
Candidate 982,Full Stack Developer,"NumPy, TypeScript, Kotlin, Express, Git, Python",1.2 years,B.Tech CSE,Stock Predictor
Candidate 983,Database Engineer,"Node.js, Java, Express, TensorFlow, Python, API Development, Kubernetes",1.6 years,M.Tech AI,ERP System
Candidate 984,Software Tester,"Selenium, Spring Boot, Android Studio, Hibernate, React, NumPy, Node.js",2.1 years,B.Tech CS,Stock Predictor
Candidate 985,Mobile App Developer,"SQL, Selenium, Python, Git",4.1 years,B.Tech CSE,Portfolio Website
Candidate 986,Android Developer,"C++, Power BI, TypeScript, Python, Kubernetes, Node.js, Selenium",1.0 years,B.Tech CE,Ecommerce API
Candidate 987,Cloud Engineer,"Android Studio, Hibernate, Python, Git, MongoDB",1.8 years,B.Tech CE,"Fake News Detection, ChatGPT Clone"
Candidate 988,Backend Developer,"Git, Android Studio, NumPy, MongoDB, Pandas, Java, Kubernetes",4.3 years,B.Tech IT,Stock Predictor
Candidate 989,Cloud Engineer,"AWS, Node.js, TensorFlow, C++, Hibernate, Git",1.5 years,B.Tech IT,Blockchain Wallet
Candidate 990,Backend Developer,"Python, C++, Selenium, C#",1.4 years,MCA,Mobile Banking UI
Candidate 991,AI Engineer,"Hibernate, AWS, CSS, Kotlin, C#, SQL, HTML",3.2 years,B.Tech IT,Fake News Detection
Candidate 992,Java Developer,"API Development, SQL, HTML, Android Studio",2.1 years,B.Tech CS,Fake News Detection
Candidate 993,Web Developer,"Power BI, TypeScript, C++, Selenium, Kubernetes",3.4 years,B.Tech CE,ChatGPT Clone
Candidate 994,Data Analyst,"Pandas, Node.js, NumPy, Android Studio",1.3 years,MCA,Portfolio Website
Candidate 995,Full Stack Developer,"TypeScript, MongoDB, Kotlin, Jira, Kubernetes",4.2 years,B.Tech CS,Weather App
Candidate 996,Backend Developer,"Selenium, Android Studio, HTML, AWS, React, CSS, TensorFlow",4.5 years,B.Tech IT,"Mobile Banking UI, ERP System"
Candidate 997,Full Stack Developer,"Power BI, Kotlin, Java, SQL",0.9 years,B.Tech CE,"Stock Predictor, ChatGPT Clone"
Candidate 998,Android Developer,"Java, CSS, MongoDB, Node.js, Express, NumPy, React",4.9 years,MCA,"Job Portal, ChatGPT Clone"
Candidate 999,Full Stack Developer,"Kubernetes, Firebase, MongoDB, Spring Boot, Python",3.9 years,B.Tech IT,Blockchain Wallet
Candidate 1000,Web Developer,"C#, MongoDB, TypeScript, SQL",3.6 years,BCA,"Ecommerce API, HR Dashboard"
